image_file_name,image_format,image_width,image_height,capture_year,capture_datetime,capture_country_region,capture_county_town,longitude,latitude,scene_type,provider_account,provider_account_zh,has_exif,capture_device,focal_length,orientation
2021_TWN_CWH_1.jpg,jpg,1024,768,-,-,TWN,ChanghuaCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_CWH_2.jpg,jpg,1024,768,-,-,TWN,ChanghuaCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_CWH_3.jpg,jpg,1024,768,-,-,TWN,ChanghuaCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_CWH_4.jpg,jpg,1024,768,-,-,TWN,ChanghuaCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_CWH_5.jpg,jpg,1024,768,-,-,TWN,ChanghuaCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_1.jpg,jpg,1024,768,-,-,TWN,HualienCounty-ShoufengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_2.jpg,jpg,1024,768,-,-,TWN,HualienCounty-ShoufengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_83.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_84.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_85.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_86.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_88.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_90.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_91.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_92.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_93.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_94.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_95.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_97.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_98.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_100.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_101.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_4.jpg,jpg,1024,768,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_5.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_6.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_7.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_10.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_11.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_12.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_13.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_15.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_16.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_17.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_18.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_19.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_21.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_23.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_25.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_26.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_27.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_29.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_30.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_31.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_32.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_33.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_34.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_35.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_36.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_37.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_38.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_39.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_40.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_42.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_45.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_46.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_48.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_49.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_50.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_51.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_52.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_53.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_54.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_55.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_56.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_58.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_59.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_60.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_62.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_63.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_64.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_65.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_66.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_67.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_68.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_70.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_71.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_74.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_75.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_76.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_77.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_78.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_79.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_80.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_HWA_82.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_1.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_10.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_11.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_2.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_4.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_5.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_6.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_7.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_MAL_8.jpg,jpg,1024,682,-,-,TWN,MiaoliCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TPH_1.jpg,jpg,1024,682,-,-,TWN,NewTaipeiCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TPH_2.jpg,jpg,1024,682,-,-,TWN,NewTaipeiCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TPH_3.jpg,jpg,1024,682,-,-,TWN,NewTaipeiCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TPH_5.jpg,jpg,1024,682,-,-,TWN,NewTaipeiCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TPH_6.jpg,jpg,1024,682,-,-,TWN,NewTaipeiCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TNN_1.jpg,jpg,1024,768,-,-,TWN,TainanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TNN_2.jpg,jpg,1024,768,-,-,TWN,TainanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TNN_3.jpg,jpg,1024,768,-,-,TWN,TainanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TNN_4.jpg,jpg,1024,768,-,-,TWN,TainanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TYC_2.jpg,jpg,1024,682,-,-,TWN,TaoyuanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_TYC_3.jpg,jpg,1024,682,-,-,TWN,TaoyuanCity,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_UNK_2.jpg,jpg,1024,682,-,-,TWN,Unknown,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2021_TWN_UNK_3.jpg,jpg,1024,682,-,-,TWN,Unknown,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_15.jpg,jpg,576,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_24.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_25.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_26.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_27.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_28.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_29.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_30.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_31.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_16.jpg,jpg,576,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_17.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_18.jpg,jpg,576,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_19.jpg,jpg,576,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_20.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_21.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_22.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_23.jpg,jpg,1024,768,-,-,TWN,HualienCounty,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_1.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_3.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_4.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_7.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_8.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
2022_TWN_HWA_9.jpg,jpg,1024,682,-,-,TWN,HualienCounty-XinchengTownship,-,-,Beach,National Academy of Marine Research,國家海洋研究院,No,-,-,-
